Review,Rating
I am very satisfied with the product. Looks class apart. Touch n feel is also awesome.  Speed also good. Solve my office purpose. I also liked the sound and display.Only drawback is of Camera quality.,5.0
"Fast and good laptop for daily uses business owner, the developer not suitable for gamers because the battery is not good, I like this laptop speed. fast open and close",5.0
Bought this couple of months ago.. delivery on timeGood battery life. No slowness till now..  good choice if you are not running heavy application ..,5.0
"Very pathetic response by amazon customer centre....it has only 200 gb memory ...poor camera,very poor sound quality,and i purchased it today..but amazon customer centre said they can't  help me out..just go to lenovo and asked them why they made it 200 gb memory laptop",1.0
Third class laptop I ever bought.... AlwaysHang itself.... Sometimes number Line are not working.... I used to restart again and again...,1.0
"Light weight, slim,battery ok. Camera is a joke.Cheap laptop for light use.",4.0
Nice laptop but it is really heavy. No laptop bag provided which is necessary for every laptop dealer,4.0
The laptop has a casual look which I think lenovo should give users with better design and style at this price range. its a moderte use laptop for students as it has a built in ms office 2019 with ssd which is a boost for the students.,5.0
DVD Rom was must,4.0
Chargeable compability is average ..if 100%charge you can work only for 3.5-4hrsOverall Ok,4.0
One of the worst product. keyboard is stop working in three months.,1.0
"Pros-1)performance  is very good due to ssd.2lightweight, stylish.Cons- 1) webcam is like  a earlier Nokia's camera. It's too poor.2) 3hrs of battery life only.",5.0
"Advantages for laptop,Lightweight and Good design from Lenovo.Compared to HDD  price range little high but you will get benefits on system speed with SSD.The overall perfect laptop for use.",4.0
Good qualityLight weightCamera not to goodOriginal window,5.0
I purchased it for my son. I good product from Lenovo. Really impressed by its speed and smooth functioning. USB Type C would have made it most desirable laptop for its price.,4.0
Battery 🔋 quality is very very  poor. 100% charge not even last for1hrs. This is manufacturig defect product..... Since. Return window is closed  I have no option left after then repair it....,2.0
My brand new laptop now lying like a paper weight.  I have requested service almost 10 days b4..no action as of this date.  Very poor service.  Do not buy any lenova product.,1.0
Good,4.0
"Resolution issues. Painful to the eyes, I am simply not able to use it  Its a week since I bought. No help from Amazon yet, neither replacement nor a solution.",2.0
"All are good but , I didn't get pre-installed antivirus in it. It's battery life is not good😵😵",3.0
Not satisfied with product. Very poor battery backup.,5.0
Good purchase at right time. Good value for money 💰,5.0
"False information mentioned on website, not light weight. Actual weight mentioned on box is 2.14kg however amazon details says 1.6kg.",1.0
Power is automatically on when laptop flip up... Don't buy this ideapad model .,2.0
Nice Laptop. Low weight with good configuration.Easy to carry.,5.0
A nice product,5.0
Over all a decent computer. Though it feels very delicate. Built quality could have been better..,4.0
what about ms office product key??ms office not working,3.0
Camera quality is bad. Not even comparable to a 5000 rupee phone.  Battery life is excellent.,3.0
Good product but not Hard drive but only SSD...,3.0
Excellent light weight n battery life,4.0
Camera quality is suboptimal,4.0
Battery drains out in 2hrs of normal usage,1.0
Camera is not working after 15 days. And customer support says they can't help.Don't waste your money.,1.0
Battery backup is very poorCamera quality is also poorAnd the laptop size is too small,4.0
"For the cost, it meets the purpose.",5.0
Value for money....i love it....,5.0
Battery life and camera is letting down this machine. I would recommend HP over lenovo.,4.0
very bad exprience. autometic power on problem faceing . .,1.0
Light weight with required performance.,5.0
Worst charger design. Not recommended for any one.,1.0
Good one . But the camera is very poor,4.0
"Battery backup is very poor,",2.0
"Nice laptop,Superb speed,battery life approx 4 hrs.Only camera quality is poor",4.0
Best laptop that i had ever used ultra slim windows 10 ms office battery backup 3-4 hrs,5.0
Could not find an activation key included for MS office.,4.0
Looks very nice. Worth for money. Very light weight,4.0
Good laptop for personal use in low budget,5.0
"Need to replace immediately damaged adapter, no volume audible in laptop",1.0
Good product !!,4.0
,5.0
Disappointed with camera but overall all pretty good,4.0
"very bad product ,within three months keyboard damaged",1.0
Battery was very low,4.0
Super,5.0
"Everything  is working  nicely,  good  laptop",5.0
Best to carry around. Lightweight,5.0
Very Light weight laptop and give smooth performance.,4.0
Camera quality,5.0
This lap works for me.,5.0
Good,5.0
Ok,3.0
MS Excel is not working,3.0
There is a problem with sound,3.0
I don't like,1.0
Very Poor Build Quality,2.0
Good product value of money,4.0
Nice laptop for coding,4.0
Best laptop,5.0
Perfect for students,5.0
Ultimate,5.0
Really good product,4.0
Thank you,5.0
Not so good,1.0
This laptop is good but Touch pad (for use of cursor and right left keys)of this product is not adjust properly. Its make a sound of (कट कट). It has required some smoothness and fitting properly. Laptop design is good and keypad also good. Light weight product,3.0
the product says i5 but the processor is i3 wtf. its a scam be careful when u buy it. -_-,1.0
"Got this delivered on 19th aug'20. The packaging inside was fine however, the amazon box was open from one side when delivered.Was disappointed with 2 things -1. The weight of this laptop is 2.16 kgs and NOT 1.6 Kgs , in product description it was mentioned 1.6 kgs.2. Battery life is not more than 2.5 hrs if working continuously , when fully charged it shows 4 -4.5 hours however this is not the case.Am still working and checking on various features thus limiting right now to these 2 points , have yet to check on camera. Sound seems fine.Video quality (you tube etc) is ok , since it depends on your wi-fi network too.I had picked this model thinking that it will be slim and mainly light weight since i use ""Thinkpad X1 Carbon"" which is quite light to carry around ( 1.2-1.3 kgs).",2.0
"I've been using this laptop since July 2020 and honestly, Lenovo's quality has amazed me. I've always been a fan of IdeaPad's keys - they flow effortlessly with one's typing speed. Screen brightness maybe a problem if you use it outdoors but fast boot-ups and decent display quality compensates for it. At this price point, the Lenovo IdeaPad Slim 3i is easily among the top 3 picks.",4.0
"The worst laptop I have ever purchased. Quality of Lenovo product is low.  Cheap quality chinese product. LCD screen is not crystal clear. Heating  issue is also there. Only plus point is battery, size and weight.",1.0
"Performance superb, looks baclit key board everything is fine...But Useless service.. Prime service also get no attention and  nobody attained on site service.. Though you paid for extended warranty.",4.0
"I liked everything except color reproduction. The display quality is extremely good, bu the lack of a balanced saturation and vibrancy make the images look dull and desaturated. Thus the film viewing experience is not that great.  But apart from that its a pretty amazing and decent laptop at this price range.p.s. This laptop has got one of the best audio performance which needs a special mention.",3.0
4 gb ram : don't buy this even for school studies. Its too slow. Camera is also not that great .,3.0
"Very low spec and not upto the mark performance , please make a better choice , not recommended for biginners. Unsatisfied",2.0
"Value for money, good speed for multi tasking, Light weight sufficient battery life.A b c d e f g",5.0
Speakers volume is very low.and not satisfied with camera quality at all i expect a change policy feom your side.,1.0
Very nice,5.0
Bad experience.Poor quality.,1.0
