Review,Rating
Poor qualityREAD MORE,2
Super productsREAD MORE,5
Nice gem 👍READ MORE,5
GoodREAD MORE,5
Bad bolts to hold the weights in.READ MORE,1
Bhetreen qualityREAD MORE,5
Excellent product 🤩🤩🤩💪💪And good deliveryREAD MORE,5
Bed qowartiREAD MORE,1
best in priceREAD MORE,4
One pair of Nut screws are loose ....other than that it's a good productREAD MORE,3
Good product but their are 3 dusty and older platesREAD MORE,3
"I am using this from last 1 years, no problem accurs yet.READ MORE",4
SuparREAD MORE,5
Nic p productREAD MORE,5
Ok at this price. Quality of rod and nut is not good.READ MORE,4
Good product 👍READ MORE,5
"So bad quality and lock problem plz don't by this product,,READ MORE",1
Not ok product crack  and bad productREAD MORE,1
Rod quality is poor and sand is leaking from plastic plates and plates are of unequal weight.READ MORE,3
Ok ok 7/10READ MORE,4
Good productREAD MORE,3
Good.READ MORE,3
Quality issueREAD MORE,2
Must buyREAD MORE,5
Good product Nice build quality This is a great product A value for money product            Hands on💪You should must be buy to this productREAD MORE,5
Plates are weakREAD MORE,1
Screws get loose and it keeps sliding to the side.READ MORE,1
"Rod is poor quality and plate is good, which is filled with sand ..rod is not a pure metal rod, its a hollow rod, not satisfied with rod...and there is no name of the protoner in any of the plateREAD MORE",3
An average product. This is what you will get at this price point. Just be cautions. If you will take good care it will last long. But you need to get ROD because if you keep on changing the nut and putting plates then this plastic NUT will be USELESS.READ MORE,3
Not satisfied because nut bolt damageREAD MORE,2
satisfiedREAD MORE,5
Awesome thnx flipkartREAD MORE,4
Best dumdellREAD MORE,5
"Locks are very bad, the plates just fell off.READ MORE",1
Product is good.READ MORE,4
Good ☺️ also but PVC is could be betterREAD MORE,4
Don't buy it Full damaged productsREAD MORE,1
Don't buy this product....waste of moneyREAD MORE,1
I received in plastic rods 😏 it's ok but niceREAD MORE,4
SuperREAD MORE,5
SuperREAD MORE,5
1 kg = bad > very bad3 kg = good > perfectREAD MORE,3
Amazing productREAD MORE,5
Very goodREAD MORE,1
Good productREAD MORE,5
"It was delivered 20days prior to the expected delivery date, so hats off to the delivery. Coming to the product it's ok for the price but the time it reached me one of the 2.5kg plates was punctured and all the and came out of it.READ MORE",3
Good value for moneyREAD MORE,5
Good quality product for such a low price.READ MORE,5
Small defect.. sand coming out.. adjusted with super glue.. 4 star.. if no defect 5*READ MORE,4
Given grippers gone in monthREAD MORE,2
GudREAD MORE,5
Very nice.READ MORE,5
AverageREAD MORE,4
OkREAD MORE,3
Very low quality plasticREAD MORE,2
Satisfied 😊READ MORE,5
I ordered for 14 kg but recieved 15 kg. I made replacement order and still same mistake. This time the product was also damaged. So I had to go for refund. Wasted a lot of timeREAD MORE,1
GoodREAD MORE,4
Worst product. Received wrongly.  Bolt brokenREAD MORE,1
AverageREAD MORE,5
Good ProductREAD MORE,5
"Nice dumbbells at this price,No complaints from past 4months.best for home workout. Inside it is filled with sand or concrete,so u hav to handle it carefully.READ MORE",4
"Weight are osm,but 2.5 kg has got only 2 isn't used that much.READ MORE",4
Value for moneyREAD MORE,5
Just okREAD MORE,3
Nut rods are looseREAD MORE,1
NiceREAD MORE,5
"Srews are not properly tightening on rods, slipping and hence can be fatal as falling down of weight is dangerous during various exercises like hammer for biceps, overhead shoulder etc....READ MORE",2
Bad productsREAD MORE,4
BestREAD MORE,5
