Review,Rating
Product was in bad packaging and it was defective.Now coming to product it's not that great prd as outer surface heats up very fast.Curling is a difficult taskusing this prd.,2.0
"The product was damage when it arrives, because of the long exchange process i didnt ask for refund or exchange,  i have to use a hairband for using curler, 😩Straightening part of the product is a big NO NO!Well i dont use crimper so idk, i think its fine!N curler is fine too..The wire used in this product is surely going to blast one day im sure about it.. So i'm Not so satisfied with the product as well as with amazon..  🙏",2.0
I have been usingvthis product for over an year now. Its a good multipurpose product that gives a good crimping and rollersBut this get heats up immensly which can hurt so bad and you need to very careful while handling it.. also it just have 2 small corners with which u can hold it otherwise the hole rode gets heat up,4.0
"I bought it for ₹ 1100/-Low quality as per body material & finishing of the product.. also you cannot control the temperature or there is no temperature display.. that is a disadvantage..Easy to use.. 3 in 1 (curls, waves, straighten)You dont get very effective and long lasting straightened hair by 2-3 strokes.. you have to give it 4/5 strokes..But Overall not so bad.. value for money..",3.0
The make is good and made up of good quality material. Only thing is we need to handle it with care do not drop it on ground.Heating : quickly it gets sufficient heat and able to hairdo fast.Be safe while doing curls or any style close to ears or skin. It will burn the place if it is touched even for a seconds.,5.0
"Good for crimping and curling but don't think the curls last's for hours, should definitely use spray for long lasting.  Not 100% perfect Straighten hair but soft's the messy hair and last's for few hours. Cons- while Crimping the top of the tool become too hot so it's difficult to hold and press your hair into the rod. So it's an 4-star rated Product.",4.0
"Do NOT BUY THIS STUPID PRODUCTThere is no temp control, the rod on the other hand gets so hot that you burn your fingers. And, if you dont hold it with some glove or something theres no way you can use it.DONT BUY EVEN IF IT IS ON DISCOUNT",1.0
"I got this one for 1099 but it's actual Mrp is 1800... Amazing deal in which you can have straightener, Curler and crimper at the same time in one product ... Overall its a good product, travel friendly... And also its from a trustworthy company VEGA... I'm so happy with this product.. The only this is that you can't touch the black part like when you're using crimper or straightener remember you don't touch the black portion",5.0
"Worst product to choose.. at first I thought I received detected piece but its the manufacturing defect. There is too much gap between the curling iron and straightening rod which doesn't straighten the hair as desired, secondly if by any chance you mistakenly touch the part above the handle you'll burn easily because it doesn't have any coating to hold on for convenience... thirdly you'll habe severe hair loss because your hair gets stuck either between the curling rod or in the nuts/nails.. forthly they have fooled us by mentioning return/ replacement.. but they offer no such option to return it, rather just have exchage/replacement option",1.0
Can only be used by professionals or people who are good at handling it ... it's also heavy and the temperature cannot be changed ...  rearly have to press on to hair to make the functions workBetter to buy individual sets,3.0
The product was sold by Single vendor and each time the vendor is giving used products1) First time I got a product where the Product is giving tickling noise when we plug into electrical socket. Noise and fluctuations in led light and we asked for replacement2) Second product is used one with box open and few nob was in damaged condition while delivering itself informed as product box was damaged and product was damaged. So raised a refund option3) Raised a new order request and got product today  in which Straightener is not at all working and while curling getting smoke in dry hairWhy delivering such products which is having issue in each time.Having lots of stress while getting these kind of products each time with complaintsCan Amazon have a look into this issue and do the needful please,1.0
It's waste of momey.The straightener is of no use.I have bought it for straitner but not working.The warranty card do not have deal stamp.And the box was open when I received the product.Don't know if it's original or not.Over all not satisfied.Wanted to return it but they are accepting replacement only.If like cheated. Will not recommend to buy it.one more thing it do not have temperature control.,1.0
The curler and crimper was quite impressive yet the  styler over heats also there is no heat protection system in the design hence caused a lot of burns on my skin as well as when placed on a fabric (literally got my pillow burnt) and highly not safe for a comfortable usage .defenitely cant use as a straightner since hair gets stuck in between the plates,2.0
Packaging was very bad. Device is a little bent too. Not very sure how devices are supposed to work since this was my first hair styling device! Gonna replace it. If I get a better one ill know the difference. I think this is a used 1. Probably will edit my review once i receive the new 1.,3.0
If u looking for cheaper multifunctional styling tool then go for it but the straighter u are expecting is not tht kind of it has consThe straighter requires some pressure but when u do tht even if u hold for some seconds u get ur hands burn ...u get hurtThe crimper is really good then any alone in the market and the curler is ok ok u get fine curles its very handy the reason I bought this coz I need to travel a lot and it gives me space since its one multi tool.,4.0
"Over all a Nice product..I am satisfied but few points to note before but.The heating plate is very narrow, it's should have been little more wider.The pricing is way to high as per it's  other competitors.I would have given 5* if price rages between Rs999-1199/-",4.0
अच्छा है जल्द ही गर्म हो जाता है साथ ही इसमें आप दो तरह की हेयर स्टाइल आराम से कर सकते हैं एक तो बालों को घुमा सकते हैं साथ ही उन्हें सीधा भी कर सकते हैं मुझे या जिस प्राइज मिला था उसके हिसाब से यह लाजवाब है,5.0
its very good 3 n 1 hair styler.. its all three thing working great on my hair its very very good according to the price.. the only thing i feel is the lock button is not that smooth otherwise its totally worth the money and its heat an up very fast its smooth on your hair also...,4.0
"The product was delivered timely. The product box was open from one side. However, I'm satisfied with the product and it's features. Very helpful for crimping, straightening and curling the hair. Smartly designed product for easy handling.",4.0
"I deslike, I realised it heats up so much that I burnt my finger and skin while straightening.It doesn't have temperature control and also the outer area of the straightener becomes too hot and it also takes so much time to cool down after switching it off.Overall the product is not good becouse outer case too much heat if tuch your skin immediately harm your skin.",2.0
"Though the company claims that it's a 3 in 1 product... But I will tell you the fact. So far the straightener and curlor are confined... It is not upto the mark... Very disappointing... U just say no, not at all.. But when it comes to the crimper... It's good... So if u want then go for it... N i must say this product doesn't accepts return request so must think before purchasing... I took it in 1400 but it is easily available on different sites on just 1200.. I wish before purchasing I should go through the reviews.. That's all about the product.",4.0
"I tried to crimp my hair, but the hair were not properly crimped and the curler was also not upto the mark. Just one suggestion please don't buy this machine. Useless machine.",1.0
"1st:- thing is product is meant for straightening of hair, and while straitening the hairs one get hurt oneself because the product is highly unsafe.2nd :-the upper part of the product is also heat up,  when you use this for straightening so you can not use this safely.3rd:- buy straightener and crumpler differentely bcoz you can straightening your hair without need of anyone help but if you try to crumple you will definitely burn your selfI bought this product for solving the two purpose by one product but trust it's a bad idea.",1.0
"It is easy to use .... Crimper is best among the three,crimps stay for quite some time but soft not very sharp crimps....curls come out really well but stay for 2 minutes maximum,have to put hardening spray to keep the curl set that too the curl starts opening in spite of the spray.....straingtner is completely ineffective....so you are basically buying a crimper",2.0
I am surprised there is no other reviews where it mentioned that the product gets heated on the outside too.Unlike other straighting products only the inside plates gets heated but this model the inside and outside gets heated which is very dangerous as it easy to touch while using it.Please avoid,2.0
"A good budget friendly hair styler. Does the job pretty well. Took a couple of tries to handle it comfortably as this is my first ever styler, but is easy to use. The cord is pretty long. There is no temperature control, only a on-off switch. Also the barrel becomes quite hot, so be careful while working close to face.",4.0
This 3in one hair styler is soo nice and easy to use in this i love the crimper the most ..u should also buy this as it is worth buying it..its amazing and i also love the fast delivery of amazon firsty i received this with locker doesn't working while locking both curler and straightener but then i replaced it and this replacement also completed in within one day that's awesome..and now i have a completely perfect one ..u should buy this its awesome.. seriously..,5.0
Not to say much about this product. But it is just good if you see the price. Hair need certain heat to get hold but this product is not up to the mark. Good go in straightening and crimping but for curls zero results.,5.0
"The best part is the crimper.. then straighting and then comes the curler.. the product is good but u have to be extra careful while using it as the whole upper part of the machine (excluding the tip, thank God) starts getting heated up and can burn ur fingers or neck or chin. Overall its good in this price and I liked it..",4.0
Product is good as per price but needs to be used consciously as it's outer body gets heated very much....I got my fingers burnt. It's very good for straighting but crimping is bad.,4.0
"Not a single time when it hasn't burnt my hands and scalp. The heat plate should not be fixed like this, pls try to use the product first and then launch it in the market, philips is still the best as far as the safety your skin is concerned",1.0
"When a delivery boy came up with order he don't know about price he open the box by own to see price invoice I show him order summary  in my phone, but in box price print cut from invoice. He is not listening and open the box.but delivered product before time.Sorry I am not satisfied with this product because I don't have good enough result from product.",1.0
"All good in product, except of width, as a professional I was needed an inch more wider for crimping, but as this is 2 in 1 so this can be accepted. You can buy, no doubt this is a best product for domestic use.",4.0
If you're looking for a budget friendly and super cool hair styling machine then this vega 3 in 1 hair styler is what anyone must go for ! It's really very amazing. I got my parcel in the afternoon and tried all 3 hair styles and it turned out to be very perfect!! Loved the Straightener curler and crimper vega hair styler !! Thank you Amazon and Vega! 100% satisfied!!,5.0
Iam quite happy with this styler as it gives a beautiful texture to my hair at home in budget. I have done a demo of its usage in one of my videos in YouTube channel named 'Niharika Manibalan' where I am using this Vega 3 in 1 hair styler to give volume to my thin hair. Do check out the same.,5.0
"Ordered this week and loved it. Only temperature control is issue but if you know when to stop using it then it is a win win game for you. Right now, finding it difficult to handle curler as i am new to it. Overall, worth of money and good product.",4.0
"Worthless... No curling works, no crimping works",1.0
"Doesn't matter what type of styler u are using, the entire hair styler gets hot, which makes it very difficult to use, as even when u want to use only straigthner, curler also gets hots, so there should have been and control, but works very good, straigthens hair is one go",5.0
"The media could not be loaded.
                




   Didn't even get to use the product. The box that it arrived in looked obviously opened and damaged. The straightener also seemed to be in a used condition as there was hairs on the product. Obviously a returned product from some other customer.Very disappointed. For the price point one would expect the best but unfortunately I was let down.",1.0
"The styler hets up fr outside and it can cause burns in head , cheek and hand .....very very difficult to use....it's hazardous and non retu ....so please don't purchase it",1.0
See in box there is no sonam kapoor picture is there and as its said that if u do any style then it will stay until u wash but last night i have crimped and morning it just dissappeared so upset with the product really bad experience. Its not working properly means heating or it is not giving good result as the product name 3 in 1 not a single one style it gives good such a disguisting first bad experience upset with amazon buying!!! One more thing it is actually duplicate proof its stick two sticker in the box. Such a rubbish,1.0
It's a good product. It says 3 in one... But I could only conveniently use the crimper and straightener. The curler doesn't look like very effective.Flaws: the body of the products heats up unlike products like croma(I've been using for several years now). That's the major problem. You've to be extremely careful to avoid burns.Pros the crimper is quite good .,4.0
3rd class product.. worst i must say.. i wish i had more words to just hate this product.. the product is not what it claims to be.. worst crimper.. and the curler it sucks and straightener it just below that.. i wish i could give negative stars if they were available.. wasted 1100rs for this useless product and there's no return refund policy.. i am helpless.. amd this product deserves to be in dustbin.. just spoiled my day and expectations..,1.0
"Pathetic product. Heats from the outside too. It burnt my fingers badly. It's just a waste of money. Doesn't work properly, no temp control, the plates are too narrow for straigtning and crimping and the barrel is too small and only gives you tight messy curls. It's not at all a safe product.",1.0
The straightener and crimper work perfectly. The curling is kind of tricky and we need a good hands on to easily do it. But still a preferable product for a person who needs to perform curling rarely,4.0
"I love this product ❤️ crimper ,curler , starightner ....all give best result...I love this hair machine...best part of this product is....plate of this machine is so smooth...and good quality I personally recommend to all ....don't care about the bad comments....this hair machine is good for daily purpose...party ..wedding ..",4.0
Worst product. After replacement i didn't get the right product and in warranty card clearly written that it's not liable without the seller stamp and signature then also they didn't provide the stamp and signature of the seller after my complaint. Straightner is not working properly.. After replacement i m facing the same issue that's why i m returning.,1.0
Nice all in one package !!! But the  putter roller can Burn your skin if you are not using it carefully... overall gives desired results,4.0
Donor buy. Grip is loose. Can’t hold hair for ironing. Gets too hot can cause burn. Temp goes from zero to too hot too soon. The three Setting button looks loose already and will soon be a case of free lock.Hugely disappointed that I cannot even return it or replace it with a better model. So stuck.,1.0
The product could have been made more easy to handle.I burnt my fingers as the corner gripper is too small to hold.Curler doesn't work that great.But straightner and cripper are good.Over all an ok ok product.,3.0
"In the 3 style i love the crimper it works good than others, straightner is ok bt taking more tym, curler also ok bt it needs more patient if u have a helper then its more good. Bt i love the crimper it is so sooo good.",5.0
The product is good but one has to be very careful while using. Good chances of burning fingers in process since the grip area is pretty small...you have to hold it in one hand at the base and very carefully press with the tip of your fingers at the tip of the styler roll to properly crimp or straighten hair,3.0
"The crimp curl Or straightened hair, nothing last long.... Better go for separate items. It also wastes electricity as all the three gets heates up at same time.. Not that easy to use...",3.0
The design of the packing of the box is absolutely ridiculous! Hair straightener is a beauty product and you sell it in cheap cardboard box with no moulded case to keep the straightener? Worst item for gifting!,2.0
HiI have my friend using the same item and I cross checked with her. As per her the front part of this item should not get heat up but the item I have is not the same. The front section is getting heat up and I am unable to use it.  I need replaced item for this as I purchased this item considering good feedback from my friend but it seems defective piece has been delivered to me. PLEASE respond asap.,1.0
received earlier then expected good packing and in good condition the product is good perfect heating I could do straithing and crimping only while doing straithing my hair get slightly entangle in the roller and while pulling it down it breaks my hair,4.0
Can not compare this with Philips products because of quality.Its a decent product with three in one.If you only need straightner than go for Philips only,3.0
"I purchased this only at rs1099. So product is good, all three features are quite user-friendly also hair stays smooth and doesn't get dry or freezy.",5.0
"The design is so flawful, that you are at a very high risk of getting burnt! The blades get heated from all the dimensions, upper body, lower body, the sides, everything. That is not how it should be. Should had gone for philips! Total wastage of money!",1.0
I got it in 1000rs so in this price it's good. curler and crimper is good. as usual straightener is not effective much.,5.0
"Advantage - It's 3 in 1 Straightener. Value for money.Disadvantage - As it's 3 in 1 Straightener, it gets heated on outer layer at both side. Due to that u have to be very careful otherwise u will end up by burning ur face.",3.0
"It's superb , straightens easily, but it is too hot , must use ot carefully. When is hot I suddenly tounched it , i got a very huge burn on my finger 😞",3.0
"Terrible product for self use. The entire body heats up, so if you are using the straightner or crimper you end up burning your hand/arm. I already burnt myself in three places.",1.0
"I purchased it for myself but i got the product which is not working i am very depressing cause i want it before 9 and i really appreciate your delivery service i got it on time , but you should check the product before dispatched . I am not satisfied with this defective product please if it's possible then replace it before 10 December",1.0
"Don't buy this. I bought this and it stopped working after the first use. When i contacted Amazon customer care the asked me to contact vega. When I contacted vega customer care they said im not eligible for claiming warranty,... I don't know buy.",1.0
Wonderful product but you need to learn to use it. Just there's one problem and that's its temperature control.it gets very hot in less time and we might burn ourselves some time.but just loved it according to the price,5.0
I feel it is a total waste of money for people with thin hair...the grip is not proper so it hardly does the ironing part... Did not expect something like this with such big brand,2.0
"It's good product for DIY. Not any issue after using more than 1yr, if you are thinking for giving gift for your wife and budget product you can go for it.",5.0
The product is good.But the packaging is very poor.They just rapped it in a plastic with no safety. At least they should have given it in a proper box.Any electronic item should be given in box rather than in plastic.I'm very disappointed with the packaging.,3.0
For the price it's really worth it. You might have a little bit of difficulties while using it like getting burnt because there is no insulation on the outer part of heating plate. So take precautions. But you get to style your hair in different ways so it's totally worth.,4.0
"It’s my genuine review about vega hair straightener, I am really not satisfied with this product. This is okay for long hair women’s not for short hair",2.0
You should know how to use only after that it is suitable for you. It controls the temperature properly but you should know for how much time it should be in touch with your hair.,5.0
"In this price it is really a good product. It provides you multiple functions like straightening, crimping and curling in one product. Although the crimping doesn't last longer if you won't apply hair spray afterwards. Only drawback is that there is no temperature control buttons.",4.0
I found product is faulty. There is no proper grip to hold hair in the tong. Outer side of hair styler heats a lot and hence is super inconvenient to hold. I hurt my fingers.Immediately I wanted to return but window was not open and now i see it's closed.I need my refund back.,1.0
"i am  suprise the product dilever complete but open the parcel the Straightener box two side  all ready open and  see 3 in 1 button  switch  not stasified  long time switch is not  comfortable use everyone. i am return this iteam click not rplacement . so i am not stasified with this iteam straight hair and crimper not properly work,",1.0
This product is 3 in 1. So when we use it for crimper or straightener due to curler in it middle part is also heated. No temperature control. It becomes heated very much how much time we hold can't calculate. I could not got very sharp crimper and curler. I m returning it,3.0
I find it difficult to use as I'm using it for the first time. Otherwise it's a good product with 3 different use.,4.0
I don't like at all I used straighter but it was need too much time like 15 to 20 minutes and didn't straight properly before I used Vega  I used Philips it's properly work and don't need too much time I suggest don't buy,1.0
Its my first product that i have bought from amazon and i am very disappointed by packaging of the product.. Packaging is very very poor. When I received the parcel box was completely broken. Both box and product was separated. Very disappointing. Otherwise product was nice.,4.0
"Very good and useful purchase, value for money,easy to use and strong build quality, value for money.",5.0
I purchased this product 1 and half year ago recently it stop working i called vega customer care they arrabged pickup for the same i got my replacement within 6 days thanks vega for your excellent service.Looking forward to buys further more products of your brand!!!,3.0
"Diameter of the styler is more, so u can't get defined curls. Straightener and crimper works fine. Whole body gets heated u can burn ur hands so be careful.",3.0
I ordered this twice bcoz both the times i got a defective product...both the time it won't start ...the red light is not blinking when plugged in..and tht happened twice so i have requested for a replacement again..and don't know wht i will get the thrid time.,1.0
"Don't think much and just purchase it. This 3 in 1 hair styler is a must product for every girl. I tried this styler on my silky hairs , little bit more efforts were required but the result was good. Next time I will try with hair mousse or spray. But overall it is the best product in RS. 999/- deal.",5.0
"It's nice nd easy to use..bt no tempareture control in it..bt it's work nicely ,first straightner then curler nd then crimper is work good result,bt when i crimp or curl my hair after then i comb my hair then my hair looking flat feeling like i only straighten my hair...😐",4.0
"I used this for curling twice. I din't get a satisfactory result. When I used the curling part of this product, my hair was smoking but still I used it. The worst part is the curls looked awful and it didn't even stay in for literally 5 minutes. I DO NOT ADVICE YOU GUYS TO USE THIS!",1.0
Not recommend if you use for Straightener and Curler. Crimping hair is ok. Better to use separate devices for all 3 operations.,3.0
Not any temprature setting system and return bi available nai h i just order it mistakely and  my money goes waste👎👎👎👎,1.0
Worth buying it.....,5.0
Very pathetic. Not working at all. Don't buy it. I just wasted my money. Not recommended at all. It does not even deserved single star rating.,1.0
"Thanks product is very user friendly. Value added service. More than expected. Three in one kit. Loved the packaging. Loved the fast delivery services. The behavior of Amazon delivery boy was very good.Over all once again a great experience, shopping from Amazon .",5.0
Don't waste your money.There are other brand straightners in same range price which are better,2.0
"The product is great but crimping, and straightening is very easy but the curling portion is difficult to use specially on short hair.",4.0
Box is looks like a used and wrape with white tape and not given to the warrenty card in the box and not given to the polythene of straightener and straightener is not working properly I m second time very disspointed that's why I returned it,2.0
"Nose tip is getting hot and curls are not goo, loosing curls in few seconds and straightening is also not so good",2.0
all styles are awesome.....only the thing is that to know how to use it...... or if not than 1st concern or take advise from near to local Parlier.....they can also guide u for this machine cause it's everyday work of them so they can help u n vega is good n trustworthy company. thank u,5.0
Very nice product.... servers well..only thing is u need to be careful while using it as it may burn your fingers,4.0
Easy to use .. Great product..All 3 functions are performed well,4.0
"Worst performance.. Crimper and straightener is not at all working.. Not worth of the price, please do not buy it.",1.0
"It's easy to work with. Everything is good except the temperature control, it heats up quickly and remains hot until your turn off the switch.Be aware, do not keep it here and there while you turn the switch on, it can melt things.It's cord length is good enough. It styles your hair nicely.",5.0
"When I was purchasing it from rest of the products, I was not sure about the quality.But yes it is literally an amazing product.Temperature controlEasy to useIf you need 3 in 1  then you can choose it for sure.🤠🌸",5.0
This product is ok ok....For me straighter is good...crimper is ok ok and curler is also ok okOverall u can go for it bcoz there's everything u get into this..... U won't regret  if u make a purchase.,3.0
"The media could not be loaded.
                




   I really loved this product ❤️ itss amazing some minor problems with button, but according to this price I loved it,even I can't imagine khi itna acah product Hoga.thanku so much",5.0
Very bad curler not working cremer also not working not good product only philips is good,1.0
It arrived before ETA. It looks good easy to use . But I wish there was something that could show the temperature to monitor accordingly. But overall I am satisfied with the product. And yes I would highly recommend it because it can help in styling in 3 ways and it offers very economical pricing for that.,5.0
Warranty card is not stamped.product seems like already used one..no seal..atleast no cover is provided on the product..i wish to return..utterly disappointed,1.0
"The media could not be loaded.
                




   there is no temperature control...but every thing is good .... curling is good but we should know proper curling...Anyway it's good product I liked it.....even I suggested to my sister",5.0
Good all in one product at the price. Nice elegant design. Sturdy if used singlehandedly.,5.0
"Heats up very quickly. Your finger may get burnt if you touch it, hence not at all worth it.",1.0
"have ordered this straightner which includes curl, crimp and straight but I got only straightner and nothing else. This is the worst thing that I got anything from online shopping and I am very upset with amazon . I am not gonna order anything from amazon",1.0
I bought it not more than 1 month back... And now it is not closing not even heating.... I tried calling Vega customer care a lot of times and it is never picked up by any person. Now what should I do with the warranty. No use at all.,1.0
"The media could not be loaded.
                




   I like this product yiu can buy this 3 in 1 instead of buying seprately but iska curler itna acha nahi laga mujhe but shayad mujhe isse istemaal kerna sahi se nahi aata i love thus product",5.0
Nice product for personal use but i wish temperature control system hota overall it's pretty good.,3.0
It's a nice product. In review it was written that they send damaged product etc but it was perfect and lock system is also good. Overall it's nice and warranty card is also given.,4.0
"Must buy product, easy to use best part is crimper it works amazingly, straightner is so so,  curler is also gud. In nutshell worth buying.",4.0
"Worth Buying. No temperature control.3 in 1 functionality is an addon advantage, got it for straightening.. great product ..Worth every rupee.",5.0
I only wanted it for crimping. And I just love the way this is crimping my hair. Totally in love with this product.,5.0
"Multitasking i.e. straighten, crimping and curling the hair, 3 in 1. Better in the segment. Value of money product.",5.0
"Everything works. Straightener, Crimper, curler. Just need to be careful while it's hot coz the outer blade also gets super hot along with inside blades.",4.0
Not sturdy ...not effective ...entire equipment heats up have burnt hands too many times now ...crumpling & curling feature is also useless...straightening is very mild !!!,1.0
I have received this product of vega today and i am so happy with this product.it provides easy handling and anybody can use it..it is also so quick that it heat ups in just a sec.it is my first straitner cum curler and i am so happy about it.recommends to everyone,5.0
Awesome 😍😍😍,4.0
Product is ok. But it seems to be a used one. Hair found in the straightner. Cannot replace it because needed it urgently so no time to invest,3.0
It's just soo good..it does a great job..I ordered this for a wedding function and the curls and crimp were there all night ( after applying hair spray) but my hair was soo pretty ❤️❤️ highly recommended 👍🏻👍🏻,5.0
Little defect is there. Making some sound. I want to return but 10 days r over. What is possibility.  Please arrange to return. Thanks,1.0
This is very nice product in that price range. It's all 3 functions works good. Only need more temperature control. Thank you Amazon for on time delivery.,5.0
"It heats the entire tool with same intensity as inner part of straighter. Leaves very lill space to get the grip. Also, the gap between the straighter makes it difficult to straight or crimp the hair.",1.0
"It's not easy to use, very risky tried to b safe but it's hurts",1.0
Temperature control is not mentioned which is biggest cons of this .. overall review will be provided after using.,3.0
the method of switching between the adjustments is not efficient ... it just gives up with a slight touch . using the straighner is difficult with this,3.0
Not the best. Heat is not very powerful. So doesn't work too well,3.0
"Hello Friends, Vega 3-1 is good as a crimper and straightner but on my hairs unable to do curls",4.0
"The built quality, the plastic feels poor.Infact the effectiveness is the worst, I spent 20 mins to straight my short hair and they were only 60% done",1.0
Worst product no use of this product please refund my money or otherwise change and delivered original product,1.0
"The body gets extremely heated up.. difficult to hold while in use, as u will end up burning fingers.No temperature control.The heating plates are very narrow, hence takes long to complete.",3.0
Usefull product. All of three are well work. A little disadvantage is that its full body is too hot during use. Otherwise its a nice one.,4.0
"The media could not be loaded.
                




   Easy to use, gives perfect curls, although temperature is not controled but after a good heatup you need to turn off power for a balanced heat",5.0
There is nothing bad in this all in 1 but if temperature control panel is there it is most cost effective and elegant thing a girl should carry in grooming kit.I brought it for crimpler,5.0
This product is found open and not working properly.Locking system is worst.Wastage of money.UselessCurling not happening.As i click on locking it open by itself.I will never buy VEGA products again,1.0
Product is very good .... It's worthy to buy this if u want 3 in 1 - crimping curling straightening . I have faced little problem with button to switch mode but once u learn it will be good and it get heated even from outside so u have to be careful,4.0
"This is very nice straightener I think it worth it because 3 styles in one in 1,394 is not bad it's awesome....I ordered it for 4 of my relatives tahnk u Vega company for selling this product 😀😉😊",5.0
Not that i disliked but a thing which i had to face while self styling was the hair sometimes goes beyond the hot plates into the gap and gets stuck...,3.0
Mujhe yeh offer me 999 kanmila tha.. everything is super in dis product..but straightner was not good ...I mean ek to thick hair k liye bahut jyada time let hai then 1 hour Tak b straight ni rehta... 🙄 Phir Kya faida.. so i had a bad experience..wid dis product,3.0
Very good product in this price category. But a small problem here is that you can not adjust the temperature. But you will not find any product like this in this price range. Quality is very good.,5.0
First time buying a hair styler it's is really good at the first I thought the curler was not working but later after many uses I understood that the curler has to be kept for 40 secs to curl,4.0
I dislike is that it do not have temperature control levels as it gets super hot rest the product is good to use,3.0
"It's a great product but is kinda messy around and needed to be careful while using , it's a bit complicated . I didn't saw any temperature control so needed to be use carefully",4.0
It's been nearly 2 years it's still working fine with good condition best choice for the budget,5.0
The straightener is not good.. Cripples works best. The curler is  also average.,3.0
